naltrexone,naltrexone has not been shown to provide any therapeutic benefit,it blocks the action of opioids,increased risk of naltrexone-induced lethargy,increased risk of naltrexone-induced lethargy,acute hepatitis or hepatic failure; acute opioid withdrawal,inj-site reactions
naloxone hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
nalidixic acid,urinary tract infection caused by susceptible gram-negative organisms,"inhibiting bacterial dna synthesis, possibly by interfering with dna polymerization",toxicity,melphalan,"infants under 3 months, epilepsy, cns lesions",visual disturbances and convulsions
nalbuphine,moderate to severe pain,primarily a kappa agonist/partial mu antagonist,hazardous interactions,alcohol,hypersensitivity to nalbuphine hydrochloride,few side-effects
naftifine hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
naftidrofuryl oxalate,no answer,no answer,no answer,no answer,no answer,no answer
nabumetone,use the lowest effective dose for the shortest duration consistent with individual patient treatment goals,both prostaglandin g/h synthase 1 and 2,antihypertensive effect of ace-inhibitors,nsaids,"asthma, urticaria, or allergictype reactions",edema
nab-paclitaxel [nanoparticle albumin-bound paclitaxel],non-small cell lung cancer,microtubule inhibitor,medicines known to inhibit,medicines known to inhibit,patients who experience a severe hypersensitivity reaction,non
nirmatrelvir + ritonavir,indicated for mild-to-moderate covid-19,ritonavir inhibits the cyp3a mediated metabolism,plasma concentrations,drugs that induce cyp3a,history of clinically significant hypersensitivity reactions,"diarrhea, hypertension, and myalgia"
niraparib,partial response to platinum-based chemotherapy,did not significantly affect the pharmacokinetics,active substances,active substances,breast-feeding,monotherapy
nintedanib,"locally advanced, metastatic or locally recurrent non-small cell lung cancer",inhibition of the src pathway,hormonal contraceptives,st. johns wort,"peanut or soya, or to any of the excipients","diarrhea, nausea and vomiting, abdominal pain"
nimodipine,regardless of their post ictus neurological condition,blocking calcium channels or select voltage-sensitive areas,strong cyp3a4 inducers,increased plasma concentrations with cimetidine or sodium valproate,use within 1 mth of mi or an episode of unstable angina,"headache, dizziness, flushing (feeling of warmth), heartburn"
nimesulide,acute pain; extra-articular disorders,"anti-inflammatory, anti-pyretic, and analgesic properties",nsaids,nsaids,pregnancy; children &lt,increases in liver enzymes
nilotinib,advanced renal cell carcinoma,multi-tyrosine kinase inhibitor,chronic use of strong cyp3a4 inducers,grapefruit or grapefruit juice,patients with known hypersensitivity to pazopanib,electrolyte imbalances
nikethamide,injection,the effective doses are close to those causing toxic effects,increased risk of cardiac arrythmias,maois,"hyperthyroidism, phaeochromocytoma","skin irritation, eye irritation, respiratory irritation"
nifedipine,renal hypertension,inhibitor of calcium channel blocker,ulcer healing drugs: metabolism of nifedipine increases,anti-bacterials: rifampicin,"cardiogenic shock, advanced aortic stenosis, nursing mothers",few cases of jaundice have been reported
nicotinic acid [niacin],alcoholism) should be excluded,raising hdl levels,metabolic clearance,bile,patients with a known hypersensitivity,"flushing, itching, pruritis, nausea and gi upset"
nicorandil,angina pectoris,"it therefore reduces preload and afterload, and improves coronary blood flow",beta-blockers,alcohol,patients who have shownhypersensitivity to nicorandil,hypotension and reflex tachycardia at high doses
nevirapine,adults and in pediatric patients 15 days and older,it binds directly to reverse transcriptase,reduced levels/effects of methadone,methadone,hypersensitivity. lactation. severe hepatic impairment,"skin rash, nausea, vomiting, headache"
netarsudil dimesylate,no answer,no answer,no answer,no answer,no answer,no answer
netarsudil + latanoprost,no answer,no answer,no answer,no answer,no answer,no answer
neratinib,extended adjuvant treatment of adult patients,kinase inhibitor,proton pump inhibitors,proton pump inhibitors,patients with known hypersensitivity,"diarrhea, hepatotoxicity."
nepafenac,no answer,no answer,no answer,no answer,no answer,no answer
neostigmine methyl sulphate,excluded,indirectly stimulates both nicotinic and muscarinic receptors,propafenone antagonise effect,"aminoglycosides, clindamycin, lincomycin",patients with peritonitis or mechanical obstruction,overdose
neomycin sulphate + polymyxin b sulphate + pramoxine,no answer,no answer,no answer,no answer,no answer,no answer
neomycin sulfate + bacitracin zinc + polymyxin b sulfate (ophthalmic),no answer,no answer,no answer,no answer,no answer,no answer
neomycin sulfate + bacitracin zinc + polymyxin b sulfate,no answer,no answer,no answer,no answer,no answer,no answer
neomycin sulfate + bacitracin zinc,antibiotic therapy,bacitracin  inhibits bacterial cell wall synthesis,increased risk of nephrotoxicity,aminoglycosides,hypersensitivity,allergic reactions
obeticholic acid,indicated for the treatment of primary biliary cholangitis,agonist for fxr,bile acid absorption,bile acid binding resins,patients with complete biliary obstruction,"pruritus, fatigue &amp; stomach pain and discomfort"
nystatin (topical),no answer,no answer,no answer,no answer,no answer,no answer
nystatin (oral),no answer,no answer,no answer,no answer,no answer,no answer
nortriptyline,depression and nocturnal enuresis.,blocking the neuronal reuptake,adrenaline,adrenaline,patients with hypersensitivity to nortriptyline,euphoria and mania
norgestrel + ethinyl estradiol + ferrous fumarate,sterilization,inhibition of ovulation,concomittant use,severe pruritus and jaundice with troleandomycin,selected patients being treated for metastatic disease,cholestatic jaundice
norgestrel,no answer,no answer,no answer,no answer,no answer,no answer
norethisterone acetate,metropathia hemorrhagic,progestational actions,not known,not known,hypersensitivity to the active substances,subside with a duration of treatment
norepinephrine,cardiac arrest and profound hypotension,stimulates 1- and -adrenergic receptors,risk of producing ventricular tachycardia or fibrillation,monoamine oxidase inhibitors (maoi) or antidepressants,patients with mesenteric or peripheral vascular thrombosis,hypotension
nizatidine,activeduodenal ulcer,no demonstrable antiandrogenic action,increases in serum salicylate levels,concurrently,patients with known hypersensitivity to the drug,fever
nivolumab,no answer,no answer,no answer,no answer,no answer,no answer
nitroglycerin (sublingual tablet),indicated,guanylate cyclase,ergotamine,ergotamine,hypersensitivity to nitroglycerin,"vertigo, dizziness, weakness, palpitation"
nitroglycerin (sublingual spray),acute relief of an attack or prophylaxis,pharmacological,bioavailability of dihydroergotamine,alcohol,"hypotension, hypovolaemia, severe anaemia","headache, facial flushing, dizziness, nausea, vomiting"
nitroglycerin (oral preparation),prophylaxis of angina pectoris,vasodilator effect on both peripheral arteries and veins,heparin,alcohol,patients with a known hypersensitivity,"tachycardia, postural hypotension and syncope"
nitroglycerin (ointment),chronic anal fissures,release of nitric oxide,medicines for depression,depression,headache,headache and dizziness
nitroglycerin (iv infusion),peri-operative hypertension,pharmacological,mixed with any other medication,blood,patients who are allergic to it,headache
nitrofurazone,no answer,no answer,no answer,no answer,no answer,no answer
nitrofurantoin + nitrofurantoin microcrystals,no answer,no answer,no answer,no answer,no answer,no answer
nitrofurantoin,prophylaxis of urinary tract infections,inactivates or alters bacterial ribosomal proteins,renal tubular secretion,uricosuric drugs,hypersensitivity to nitrofurantoin,"nausea, headache, and flatulence."
nitrazepam,"short-term management of insomnia,",sleep-inducing activity,levodopa,levodopa,porphyria,"aspiration, increased bronchial secretion, dyspnoea"
nitazoxanide,diarrhea,antiprotozoal,plasma protein,plasma protein,patients with known hypersensitivity,"abdominal pain, vomiting and headache"
oral rehydration salt [powder],no answer,no answer,no answer,no answer,no answer,no answer
oral rehydration salt [flavored],indicated for diarrhea,dextrose,drug,drug,patients with known hypersensitivity,no significant side effects
oral polio vaccine,no answer,no answer,no answer,no answer,no answer,no answer
oral cholera vaccine,no answer,no answer,no answer,no answer,no answer,no answer
ondansetron,repeat courses of emetogenic cancer chemotherapy,is not known,dosage adjustment,no dosage adjustment,patients known to have hypersensitivity to the drug,headache
omeprazole (mups tablet),no answer,no answer,no answer,no answer,no answer,no answer
omeprazole,nsaid-associated duodenal and gastric ulcer,inhibitor of gastric acid secretion,"diazepam, warfarin and phenytoin",warfarin and phenytoin,patients with known hypersensitivity to any of the components of the formulation,"nausea, abdominal colic, paresthesia, dizziness and headache"
omega-3 acid ethyl esters [salmon fish oil],adult patients,this mechanism is not well understood,anticoagulants,anticoagulants,patients who exhibit hypersensitivity to any component of this medication,rarely reported
omalizumab,no answer,no answer,no answer,no answer,no answer,no answer
olopatadine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis,low systemic exposure,additive cns depression with cns depressants,additive cns depression with cns depressants,persons with a known hypersensitivity,nausea
olopatadine hydrochloride (nasal spray),no answer,no answer,no answer,no answer,no answer,no answer
olmesartan medoxomil + hydrochlorothiazide,amp,reduces plasma volume,no effects on p450 enzymes,digoxin or warfarin,patients who are hypersensitive,"nausea, headache, dizziness, hyperuricemia"
