generic_name,cases,rating,useful_count
dapsone,acne,9,16
levonorgestrel,birth control,7,4
clonazepam,bipolar disorde,1,24
tioconazole,vaginal yeast infection,4,3
leflunomide,rheumatoid arthritis,9,3
levonorgestrel,emergency contraception,5,8
pregabalin,neuropathic pain,7,43
armodafinil,obstructive sleep apnea/hypopnea syndrome,9,28
oseltamivir,influenza,10,5
levonorgestrel,emergency contraception,10,2
gabapentin,migraine,8,46
adalimumab,psoriatic arthritis,9,23
topiramate,migraine prevention,1,46
clonazepam,restless legs syndrome,10,24
dapsone,acne,9,3
ciprofloxacin,urinary tract infection,3,41
clindamycin,bacterial infection,10,30
gabapentin,not listed / othe,8,2
ondansetron,gastroenteritis,9,22
eszopiclone,insomnia,10,7
ciprofloxacin,sinusitis,1,17
azelaic acid,rosacea,10,8
eszopiclone,insomnia,1,28
eszopiclone,insomnia,7,2
fluconazole,vaginal yeast infection,9,13
lamotrigine,bipolar disorde,10,71
temazepam,insomnia,3,14
loratadine,allergic reactions,10,0
aripiprazole,depression,1,15
clindamycin,bone infection,9,6
imiquimod,human papilloma virus,10,9
sumatriptan,migraine,10,11
carisoprodol,muscle spasm,10,71
lifitegrast,dry eye disease,8,24
sumatriptan,migraine,10,11
anastrozole,breast cance,3,8
midazolam,light sedation,10,6
nifedipine,raynaud's syndrome,10,3
clarithromycin,sinusitis,1,11
metronidazole,rosacea,8,49
iloperidone,bipolar disorde,10,2
bisacodyl,bowel preparation,10,3
gabapentin,peripheral neuropathy,9,114
lorazepam,anxiety,3,26
metronidazole,bacterial vaginitis,2,12
olanzapine,bipolar disorde,5,22
fluorouracil,keratosis,10,200
gabapentin,ibromyalgia,1,46
levonorgestrel,emergency contraception,10,6
clonazepam,anxiety,10,3
ramipril,high blood pressure,1,19
linagliptin,"diabetes, type 2",8,42
gabapentin,ibromyalgia,9,210
ziprasidone,autism,10,20
levonorgestrel,birth control,1,3
diazepam,anxiety,10,67
levonorgestrel,emergency contraception,10,7
etanercept,ankylosing spondylitis,10,13
levonorgestrel,emergency contraception,1,3
infliximab,rheumatoid arthritis,10,66
levonorgestrel,emergency contraception,7,2
valsartan,high blood pressure,10,56
terconazole,vaginal yeast infection,8,40
meloxicam,inflammatory conditions,8,118
aripiprazole,bipolar disorde,10,19
nitrofurantoin,urinary tract infection,10,12
metronidazole,bacterial infection,10,9
estradiol,gender dysphoria,10,26
levonorgestrel,birth control,8,15
mirabegron,urinary incontinence,5,27
spironolactone,high blood pressure,10,8
rifaximin,irritable bowel syndrome,1,28
clonazepam,anxiety,10,8
metronidazole,bacterial vaginitis,8,43
desvenlafaxine,depression,10,11
temozolomide,anaplastic astrocytoma,1,1
ziprasidone,bipolar disorde,3,20
hylan g-f 20,osteoarthritis,10,35
ramelteon,insomnia,6,38
levonorgestrel,emergency contraception,10,18
adalimumab,psoriasis,9,15
temazepam,insomnia,3,11
clarithromycin,strep throat,1,6
carisoprodol,muscle spasm,10,55
temazepam,insomnia,10,76
alprazolam,anxiety,10,44
ticagrelor,acute coronary syndrome,1,2
tioconazole,vaginal yeast infection,1,9
gemfibrozil,high cholesterol,1,13
metronidazole,bacterial vaginitis,7,5
desvenlafaxine,depression,2,17
armodafinil,shift work sleep disorde,7,19
armodafinil,not listed / othe,9,3
clozapine,schizophrenia,9,126
lisinopril,high blood pressure,7,18
levonorgestrel,birth control,3,3
gabapentin,migraine,10,74
liraglutide,"diabetes, type 2",9,68
clindamycin,bacterial vaginitis,10,43
meloxicam,osteoarthritis,9,115
golimumab,rheumatoid arthritis,2,45
levonorgestrel,birth control,9,61
clarithromycin,bronchitis,9,23
desvenlafaxine,major depressive disorde,3,11
denosumab,hypercalcemia of malignancy,1,6
spironolactone,acne,8,9
lorazepam,anxiety,10,18
carbamazepine,bipolar disorde,7,53
clonazepam,insomnia,10,34
fluconazole,vaginal yeast infection,3,5
methylprednisolone,inflammatory conditions,1,48
adalimumab,psoriasis,10,88
golimumab,ankylosing spondylitis,8,22
liraglutide,weight loss,9,14
sitagliptin,"diabetes, type 2",9,47
mirtazapine,insomnia,3,8
itraconazole,vaginal yeast infection,6,0
metronidazole,dental abscess,6,97
dulaglutide,"diabetes, type 2",1,23
nitrofurantoin,urinary tract infection,1,11
metronidazole,bacterial vaginitis,7,13
nalbuphine,pain,9,17
lorazepam,anxiety,10,46
lisinopril,high blood pressure,9,26
ziprasidone,schizoaffective disorde,1,18
levonorgestrel,abnormal uterine bleeding,5,10
clonazepam,seizure prevention,10,23
avanafil,erectile dysfunction,10,26
clarithromycin,sinusitis,10,28
levonorgestrel,birth control,5,0
prednisolone,dermatitis,10,8
cephalexin,bacterial infection,10,23
metronidazole,bacterial vaginitis,9,14
glimepiride,"diabetes, type 2",10,29
vardenafil,erectile dysfunction,9,123
levonorgestrel,emergency contraception,9,9
metronidazole,bacterial vaginitis,9,27
methylprednisolone,rheumatoid arthritis,8,46
estradiol,oophorectomy,6,7
levonorgestrel,emergency contraception,10,3
desvenlafaxine,major depressive disorde,10,5
dulaglutide,"diabetes, type 2",9,11
desvenlafaxine,depression,9,38
clonazepam,migraine prevention,8,11
levonorgestrel,birth control,2,15
levonorgestrel,emergency contraception,10,7
pimecrolimus,eczema,9,1
rosuvastatin,high cholesterol,1,44
olanzapine,schizoaffective disorde,1,25
golimumab,rheumatoid arthritis,8,47
nivolumab,non-small cell lung cance,10,4
gabapentin,pain,10,40
lamotrigine,bipolar disorde,2,15
metronidazole,bacterial vaginitis,8,8
clindamycin,skin or soft tissue infection,6,14
clonazepam,anxiety,9,68
lorazepam,anxiety,9,39
nitrofurantoin,bladder infection,8,19
gabapentin,anxiety,9,211
levonorgestrel,birth control,9,1
estradiol,postmenopausal symptoms,1,10
metronidazole,trichomoniasis,1,34
levonorgestrel,emergency contraception,10,24
nitrofurantoin,urinary tract infection,1,4
levonorgestrel,birth control,1,3
propofol,anesthesia,9,17
gabapentin,anxiety,8,71
metronidazole,rosacea,10,5
aripiprazole,depression,8,77
fluconazole,tinea versicol,6,11
metronidazole,giardiasis,6,17
levonorgestrel,emergency contraception,10,2
gabapentin,pain,3,33
anastrozole,breast cance,5,23
tadalafil,benign prostatic hyperplasia,9,87
levonorgestrel,birth control,10,5
gabapentin,anxiety,2,132
pregabalin,ibromyalgia,3,27
celecoxib,rheumatoid arthritis,10,48
desvenlafaxine,depression,10,105
zonisamide,seizures,1,22
atenolol,high blood pressure,1,32
zonisamide,migraine prevention,9,28
levonorgestrel,birth control,9,10
pregabalin,pain,10,54
sitagliptin,"diabetes, type 2",5,70
tioconazole,vaginal yeast infection,1,4
sumatriptan,migraine,10,7
levonorgestrel,birth control,9,2
levonorgestrel,birth control,4,4
bisacodyl,constipation,4,4
etodolac,osteoarthritis,8,39
rituximab,rheumatoid arthritis,9,28
spironolactone,acne,2,17
clonazepam,seizure prevention,10,14
aripiprazole,depression,6,106
tioconazole,vaginal yeast infection,10,1
liraglutide,"diabetes, type 2",10,9
metronidazole,bacterial vaginitis,10,6
ropinirole,restless legs syndrome,10,10
rosuvastatin,high cholesterol,10,163
methotrexate,psoriatic arthritis,8,50
adapalene,acne,3,7
adapalene,acne,10,3
levonorgestrel,birth control,6,1
alprazolam,panic disorde,8,6
imiquimod,human papilloma virus,1,5
adalimumab,psoriatic arthritis,2,26
nifedipine,high blood pressure,2,15
imiquimod,human papilloma virus,10,41
gabapentin,bipolar disorde,9,82
fluorouracil,keratosis,8,54
apremilast,psoriatic arthritis,5,25
nizatidine,gerd,10,13
lisinopril,high blood pressure,9,47
flurazepam,insomnia,10,101
mirtazapine,depression,3,11
tioconazole,vaginal yeast infection,7,9
zonisamide,migraine prevention,9,54
insulin degludec,"diabetes, type 1",5,12
irbesartan,high blood pressure,2,74
adalimumab,ankylosing spondylitis,2,2
hylan g-f 20,osteoarthritis,1,42
levonorgestrel,birth control,8,3
teriparatide,osteoporosis,10,126
desvenlafaxine,anxiety,8,15
valacyclovir,cold sores,9,1
ezetimibe,high cholesterol,2,2
nitrofurantoin,bladder infection,8,15
ropinirole,restless legs syndrome,10,37
crisaborole,atopic dermatitis,1,12
sitagliptin,"diabetes, type 2",5,46
levonorgestrel,emergency contraception,10,6
carisoprodol,muscle spasm,10,7
levonorgestrel,birth control,10,18
celecoxib,pain,2,36
lubiprostone,"constipation, drug induced",6,14
aripiprazole,depression,9,41
clonazepam,panic disorde,10,4
linagliptin,"diabetes, type 2",9,1
capsaicin,peripheral neuropathy,10,30
atenolol,migraine prevention,10,14
spironolactone,acne,10,13
nitrofurantoin,bladder infection,5,9
aripiprazole,depression,10,60
clarithromycin,sinusitis,5,20
levonorgestrel,birth control,3,0
naltrexone,alcohol dependence,9,62
diazepam,anxiety,10,122
magnesium hydroxide,constipation,9,14
fenofibrate,"hyperlipoproteinemia type iia, elevated ldl",6,27
levonorgestrel,birth control,10,34
levonorgestrel,emergency contraception,7,3
metronidazole,bacterial vaginitis,8,2
meloxicam,not listed / othe,9,7
meloxicam,inflammatory conditions,1,30
cephalexin,bladder infection,8,19
lactase,lactose intolerance,10,20
tadalafil,erectile dysfunction,10,1
clonazepam,anxiety,1,17
salicylic acid,acne,10,5
clonazepam,anxiety,7,4
adalimumab,rheumatoid arthritis,10,158
desvenlafaxine,depression,5,3
levonorgestrel,emergency contraception,10,11
levonorgestrel,emergency contraception,10,0
levonorgestrel,abnormal uterine bleeding,1,16
aripiprazole,depression,9,66
bisacodyl,constipation,8,3
tegaserod,irritable bowel syndrome,10,15
azathioprine,ulcerative colitis,1,0
nitrofurantoin,urinary tract infection,7,19
secukinumab,plaque psoriasis,9,38
desvenlafaxine,depression,9,43
clindamycin,bacterial infection,10,45
alprazolam,panic disorde,9,43
nitrofurantoin,urinary tract infection,3,17
desvenlafaxine,depression,10,15
pregabalin,generalized anxiety disorde,7,34
fluconazole,tinea corporis,10,3
ferrous sulfate,iron deficiency anemia,1,43
topiramate,bipolar disorde,9,40
levonorgestrel,emergency contraception,10,11
pregabalin,diabetic peripheral neuropathy,1,22
cephalexin,skin or soft tissue infection,3,8
clonazepam,panic disorde,10,107
bisacodyl,constipation,10,8
pentosan polysulfate sodium,interstitial cystitis,10,35
aripiprazole,major depressive disorde,7,17
liraglutide,weight loss,4,17
dexlansoprazole,gerd,1,36
levonorgestrel,birth control,10,1
levonorgestrel,birth control,4,2
desvenlafaxine,anxiety,10,21
gabapentin,epilepsy,7,24
permethrin,scabies,4,4
metronidazole,bacterial infection,1,15
lamotrigine,bipolar disorde,10,112
temazepam,insomnia,10,102
tioconazole,vaginal yeast infection,1,4
ibuprofen,period pain,7,13
desvenlafaxine,depression,8,28
spironolactone,hirsutism,8,25
nitrofurantoin,urinary tract infection,1,10
levonorgestrel,emergency contraception,9,0
mirabegron,overactive bladde,7,0
clozapine,schizophrenia,10,125
letrozole,emale infertility,10,75
carbamazepine,peripheral neuropathy,9,7
ciprofloxacin,urinary tract infection,7,21
valacyclovir,cold sores,10,7
oxcarbazepine,bipolar disorde,10,34
clonazepam,panic disorde,10,15
lansoprazole,gerd,8,9
mirtazapine,anxiety,8,87
mirabegron,overactive bladde,10,56
lisinopril,high blood pressure,3,16
pioglitazone,"diabetes, type 2",10,13
levetiracetam,epilepsy,6,1
levonorgestrel,birth control,10,1
alprazolam,anxiety,10,75
isradipine,raynaud's syndrome,5,4
dexlansoprazole,gerd,10,9
gabapentin,ibromyalgia,3,23
lorazepam,anxiety,10,105
ospemifene,dyspareunia,10,61
lorazepam,anxiety,1,14
alprazolam,anxiety,10,20
indapamide,not listed / othe,6,51
levonorgestrel,emergency contraception,10,15
levonorgestrel,nan,7,19
gabapentin,hot flashes,10,66
gabapentin,restless legs syndrome,10,72
ibuprofen,rheumatoid arthritis,10,0
lamotrigine,bipolar disorde,10,62
lorazepam,anxiety,9,7
clonazepam,anxiety,8,13
dulaglutide,"diabetes, type 2",2,13
tranexamic acid,bleeding disorde,10,17
metronidazole,bacterial infection,1,7
celecoxib,osteoarthritis,6,70
metronidazole,bacterial vaginitis,10,8
nitrofurantoin,urinary tract infection,2,4
levonorgestrel,birth control,10,5
nitrofurantoin,prevention of bladder infection,10,13
levonorgestrel,emergency contraception,9,1
levonorgestrel,emergency contraception,1,1
lamotrigine,bipolar disorde,10,22
aripiprazole,bipolar disorde,1,0
tioconazole,vaginal yeast infection,9,5
liraglutide,weight loss,10,18
lamotrigine,bipolar disorde,10,46
levonorgestrel,birth control,9,36
ciprofloxacin,kidney infections,8,6
betamethasone,dermatitis,10,10
alcaftadine,"conjunctivitis, allergic",1,32
methocarbamol,muscle spasm,7,23
nortriptyline,migraine prevention,10,27
methocarbamol,opiate withdrawal,8,4
levonorgestrel,birth control,6,8
adapalene,acne,9,24
liraglutide,"diabetes, type 2",10,22
metronidazole,dental abscess,7,9
latanoprost,intraocular hypertension,6,39
ciprofloxacin,urinary tract infection,1,3
levonorgestrel,emergency contraception,8,6
cabergoline,hyperprolactinemia,9,1
naltrexone,opiate dependence,10,15
insulin detemir,"diabetes, type 2",1,8
colchicine,"gout, acute",10,21
ramelteon,insomnia,1,26
gabapentin,alcohol withdrawal,10,51
clarithromycin,pneumonia,9,33
zolmitriptan,migraine,10,11
levonorgestrel,emergency contraception,10,15
levonorgestrel,abnormal uterine bleeding,2,5
fluconazole,vaginal yeast infection,1,21
suvorexant,insomnia,1,22
infliximab,"crohn's disease, maintenance",10,67
temazepam,insomnia,9,114
clonazepam,anxiety,10,85
metronidazole,bacterial infection,6,8
levetiracetam,neuralgia,1,1
topiramate,migraine prevention,10,16
metronidazole,bacterial vaginitis,6,6
pregabalin,generalized anxiety disorde,10,87
topiramate,obesity,10,45
desvenlafaxine,anxiety,10,34
lisinopril,high blood pressure,3,60
lamotrigine,bipolar disorde,5,15
tioconazole,vaginal yeast infection,9,1
mirtazapine,depression,10,23
liraglutide,weight loss,10,5
phenobarbital,hyperbilirubinemia,10,2
metronidazole,bacterial vaginitis,8,8
levonorgestrel,emergency contraception,5,5
dulaglutide,"diabetes, type 2",6,10
valacyclovir,cold sores,10,30
letrozole,breast cance,1,74
bisacodyl,constipation,2,14
orlistat,obesity,8,8
minoxidil,alopecia,8,269
clonazepam,anxiety,8,110
orlistat,obesity,10,109
temazepam,insomnia,2,6
clonazepam,panic disorde,3,5
diazepam,anxiety,10,27
eszopiclone,insomnia,10,20
celecoxib,osteoarthritis,9,38
lisinopril,high blood pressure,1,125
levonorgestrel,emergency contraception,10,73
suvorexant,insomnia,10,67
metronidazole,dental abscess,1,11
clonazepam,anxiety,9,21
valacyclovir,cold sores,10,12
propofol,anesthesia,1,7
pramipexole,restless legs syndrome,10,57
metronidazole,bacterial vaginitis,8,38
eszopiclone,insomnia,6,8
lisinopril,high blood pressure,1,44
ziprasidone,bipolar disorde,2,28
meloxicam,juvenile rheumatoid arthritis,1,9
lamotrigine,bipolar disorde,6,44
levonorgestrel,birth control,2,8
flurazepam,insomnia,6,6
sunitinib,renal cell carcinoma,10,72
desonide,eczema,10,21
spironolactone,acne,10,27
levonorgestrel,nan,10,11
liraglutide,weight loss,6,12
suvorexant,insomnia,1,37
clindamycin,bacterial infection,8,38
topiramate,migraine prevention,8,6
fluconazole,vaginal yeast infection,9,14
naltrexone,opiate dependence,1,52
lisinopril,high blood pressure,2,2
adapalene,acne,1,3
carisoprodol,muscle spasm,10,17
tioconazole,vaginal yeast infection,3,1
naltrexone,alcohol dependence,9,18
lorazepam,insomnia,9,289
fluconazole,candidemia,9,2
glimepiride,"diabetes, type 2",1,16
zaleplon,insomnia,10,77
lacosamide,seizures,10,26
lamotrigine,bipolar disorde,10,85
lorazepam,anxiety,10,86
meloxicam,osteoarthritis,3,67
levonorgestrel,birth control,3,5
lisinopril,high blood pressure,1,36
lorazepam,anxiety,8,24
cefdinir,otitis media,3,24
imiquimod,human papilloma virus,1,2
nitrofurantoin,prevention of bladder infection,10,76
fluorouracil,actinic keratosis,9,31
clonazepam,anxiety,10,44
clonazepam,panic disorde,10,22
lubiprostone,"constipation, chronic",4,23
estradiol,atrophic urethritis,1,40
levonorgestrel,birth control,2,5
metronidazole,bacterial vaginitis,9,9
rivaroxaban,"deep vein thrombosis, prophylaxis",8,7
naltrexone,opiate dependence,10,103
clonazepam,anxiety,5,24
nortriptyline,migraine prevention,10,38
aripiprazole,depression,5,35
desvenlafaxine,depression,9,30
tadalafil,erectile dysfunction,10,96
aripiprazole,schizophrenia,9,27
dapsone,acne,6,10
ziprasidone,schizoaffective disorde,9,2
clonazepam,panic disorde,10,11
clonazepam,anxiety,8,16
magnesium hydroxide,constipation,4,9
dulaglutide,"diabetes, type 2",10,3
dulaglutide,"diabetes, type 2",7,18
topiramate,migraine prevention,9,110
clonazepam,anxiety,3,9
pregabalin,neuropathic pain,10,23
orlistat,obesity,5,21
clarithromycin,helicobacter pylori infection,8,6
pentosan polysulfate sodium,interstitial cystitis,7,44
clarithromycin,pneumonia,8,14
lisinopril,high blood pressure,8,42
metronidazole,bacterial infection,4,41
lorazepam,anxiety,4,10
nabumetone,back pain,1,0
pembrolizumab,colorectal cance,6,0
hylan g-f 20,osteoarthritis,9,55
omalizumab,urticaria,3,17
magnesium hydroxide,constipation,10,5
lubiprostone,"constipation, chronic",2,9
estradiol,atrophic vaginitis,8,14
mirtazapine,depression,10,34
etanercept,psoriasis,9,5
lamotrigine,depression,9,15
estradiol,postmenopausal symptoms,10,23
alprazolam,anxiety,10,44
gabapentin,hot flashes,10,41
diazepam,muscle spasm,10,42
hydrochlorothiazide,high blood pressure,8,65
levonorgestrel,birth control,10,1
aripiprazole,depression,8,60
diazepam,night terrors,10,18
fluconazole,vaginal yeast infection,8,19
imiquimod,basal cell carcinoma,10,2
esomeprazole,gerd,10,12
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,38
clonazepam,anxiety,10,47
meloxicam,osteoarthritis,1,39
mirtazapine,insomnia,8,62
oxcarbazepine,not listed / othe,8,1
metronidazole,bacterial infection,1,8
apremilast,plaque psoriasis,10,15
levonorgestrel,emergency contraception,1,0
alprazolam,depression,10,96
atenolol,high blood pressure,1,19
pentosan polysulfate sodium,interstitial cystitis,3,29
methotrexate,psoriatic arthritis,1,3
tioconazole,vaginal yeast infection,1,4
omeprazole,gerd,1,68
lorazepam,anxiety,10,42
zaleplon,insomnia,1,5
tioconazole,vaginal yeast infection,1,5
leflunomide,rheumatoid arthritis,7,81
clonazepam,anxiety,10,35
mirabegron,overactive bladde,6,48
teriparatide,osteoporosis,4,84
levonorgestrel,birth control,3,2
lorazepam,anxiety,10,27
olanzapine,bipolar disorde,1,22
denosumab,osteoporosis,1,5
levonorgestrel,birth control,5,15
apremilast,plaque psoriasis,1,7
dulaglutide,"diabetes, type 2",2,14
tofacitinib,rheumatoid arthritis,10,35
nitrofurantoin,urinary tract infection,10,24
lubiprostone,"constipation, chronic",2,18
lamotrigine,anxiety,4,11
atenolol,supraventricular tachycardia,9,2
ropinirole,restless legs syndrome,1,19
haloperidol,psychosis,3,9
terconazole,vaginal yeast infection,7,7
sulindac,ankylosing spondylitis,10,13
