drugName,condition,rating,usefulCount
lorazepam,panic disorde,10,57
citalopram,anxiety and stress,10,21
sertraline,panic disorde,4,6
isotretinoin,acne,10,107
armodafinil,narcolepsy,6,29
gabapentin,pain,10,174
miconazole,vaginal yeast infection,1,1
lamotrigine,bipolar disorde,10,102
propranolol,pe,10,85
metoprolol,atrial fibrillation,7,13
oseltamivir,influenza,10,14
sildenafil,erectile dysfunction,10,54
eflornithine,hirsutism,4,3
etanercept,psoriatic arthritis,8,7
desvenlafaxine,depression,9,128
omeprazole,gerd,7,63
chlordiazepoxide,alcohol withdrawal,10,107
paroxetine,anxiety,9,127
varenicline,smoking cessation,9,8
mirtazapine,insomnia,10,71
morphine,chronic pain,10,44
yohimbine,not listed / othe,10,13
bupropion,obesity,8,3
levomilnacipran,major depressive disorde,1,64
tioconazole,vaginal yeast infection,1,1
liraglutide,obesity,10,39
miconazole,vaginal yeast infection,4,1
levonorgestrel,emergency contraception,1,3
medroxyprogesterone,abnormal uterine bleeding,1,9
gabapentin,anxiety,10,134
bupropion,smoking cessation,10,45
lurasidone,bipolar disorde,10,65
lamotrigine,bipolar disorde,10,37
palbociclib,"breast cancer, metastatic",9,50
copper,birth control,7,4
levonorgestrel,birth control,10,5
acetazolamide,glaucoma,2,10
cetirizine,allergic rhinitis,10,10
griseofulvin,tinea cruris,6,0
medroxyprogesterone,birth control,8,7
olanzapine,depression,7,88
linaclotide,"constipation, chronic",8,22
levonorgestrel,birth control,6,4
lisinopril,high blood pressure,10,60
vilazodone,depression,9,63
mirtazapine,depression,6,28
methylphenidate,adhd,6,33
tramadol,pain,9,52
sertraline,panic disorde,1,2
citalopram,anxiety and stress,1,6
medroxyprogesterone,abnormal uterine bleeding,2,7
citalopram,bipolar disorde,10,5
levonorgestrel,emergency contraception,10,8
amitriptyline,migraine prevention,9,82
medroxyprogesterone,abnormal uterine bleeding,1,5
doxycycline,chlamydia infection,1,6
medroxyprogesterone,birth control,5,8
topiramate,migraine prevention,6,11
ciprofloxacin,bladder infection,1,13
copper,birth control,8,6
gabapentin,anxiety,1,17
gabapentin,hot flashes,1,12
miconazole,vaginal yeast infection,4,40
estradiol,atrophic vaginitis,1,8
methylphenidate,adhd,5,227
levonorgestrel,emergency contraception,10,19
dantrolene,nan,10,98
varenicline,smoking cessation,10,13
thiopental,anesthesia,10,4
arginine,dietary supplementation,8,12
loteprednol,conjunctivitis,1,4
clonazepam,anxiety,8,20
palbociclib,"breast cancer, metastatic",8,55
paroxetine,obsessive compulsive disorde,10,18
minocycline,acne,8,0
quetiapine,bipolar disorde,9,35
hydrochlorothiazide,high blood pressure,1,47
cipro,urinary tract infection,1,23
aripiprazole,depression,5,26
gabapentin,pain,9,31
miconazole,vaginal yeast infection,1,10
clonidine,perimenopausal symptoms,1,16
risperidone,schizophrenia,9,60
celecoxib,pain,1,17
metronidazole,bacterial vaginitis,9,11
medroxyprogesterone,birth control,9,12
tramadol,pain,9,5
zolpidem,insomnia,10,25
oxcarbazepine,seizures,10,34
mirtazapine,depression,3,4
sertraline,depression,10,21
carbamazepine,dystonia,9,6
levonorgestrel,emergency contraception,10,5
niacin,depression,10,65
amoxicillin,urinary tract infection,10,0
levonorgestrel,birth control,9,11
bisacodyl,constipation,10,24
vilazodone,depression,9,94
bisacodyl,constipation,7,10
pioglitazone,"diabetes, type 2",1,17
sumatriptan,migraine,9,8
gabapentin,anxiety,9,35
bupropion,depression,9,42
sildenafil,erectile dysfunction,10,75
prazosin,post traumatic stress disorde,10,57
topiramate,ibromyalgia,1,40
dorzolamide,"glaucoma, open angle",4,3
nitrofurantoin,urinary tract infection,10,18
famciclovir,herpes zoste,9,29
niacin,depression,10,52
liraglutide,"diabetes, type 2",2,36
clotrimazole,tinea versicol,9,2
adalimumab,"crohn's disease, maintenance",8,52
lidocaine,pain,6,7
metronidazole,bacterial infection,2,16
moxifloxacin,sinusitis,8,17
escitalopram,depression,8,51
aripiprazole,schizophrenia,10,18
dapsone,acne,10,26
nitrofurantoin,bladder infection,2,29
sertraline,depression,8,5
methylphenidate,adhd,10,143
clarithromycin,helicobacter pylori infection,9,16
sertraline,depression,8,125
olanzapine,bipolar disorde,10,23
gabapentin,anxiety,9,58
somatropin,adult human growth hormone deficiency,10,1
dapsone,acne,9,2
losartan,high blood pressure,10,71
varenicline,smoking cessation,10,14
quetiapine,bipolar disorde,1,19
azelastine,allergic rhinitis,10,14
rosuvastatin,high cholesterol,8,39
irinotecan,colorectal cance,5,6
levonorgestrel,birth control,8,12
carisoprodol,muscle spasm,10,27
cetirizine,allergic rhinitis,10,4
temazepam,insomnia,7,4
metronidazole,bacterial vaginitis,6,3
loratadine,allergic rhinitis,8,11
levofloxacin,bladder infection,7,47
citalopram,anxiety and stress,10,79
paroxetine,depression,5,21
sodium chloride,nasal congestion,8,0
doxepin,insomnia,6,13
isotretinoin,acne,10,19
norethindrone,abnormal uterine bleeding,2,10
phenylephrine,nasal congestion,8,2
sertraline,social anxiety disorde,9,48
quetiapine,depression,10,122
suvorexant,insomnia,3,15
levonorgestrel,birth control,10,6
metronidazole,bacterial infection,5,4
gabapentin,ibromyalgia,7,45
escitalopram,depression,8,69
varenicline,smoking cessation,10,18
pregabalin,ibromyalgia,1,30
apri,abnormal uterine bleeding,2,2
minocycline,acne,1,2
promethazine,nausea/vomiting,10,28
sitagliptin,"diabetes, type 2",5,35
clonidine,opiate withdrawal,10,48
venlafaxine,anxiety and stress,8,19
secukinumab,plaque psoriasis,3,0
clobetasol,psoriasis,10,21
melatonin,insomnia,10,19
tretinoin,acne,9,17
varenicline,smoking cessation,1,2
clonidine,opiate withdrawal,10,82
soma,muscle spasm,10,27
azithromycin,not listed / othe,10,3
levonorgestrel,birth control,1,6
sertraline,social anxiety disorde,9,0
methylphenidate,adhd,8,13
tadalafil,erectile dysfunction,10,33
testosterone,"hypogonadism, male",8,36
nortriptyline,migraine prevention,10,29
valacyclovir,"herpes simplex, suppression",9,4
dulaglutide,"diabetes, type 2",1,0
cefuroxime,sinusitis,1,11
escitalopram,depression,1,27
azithromycin,chlamydia infection,10,7
terbutaline,premature lab,7,5
risperidone,schizoaffective disorde,5,33
gabapentin,restless legs syndrome,9,96
levomilnacipran,depression,1,16
levonorgestrel,emergency contraception,10,26
lurasidone,schizoaffective disorde,10,41
ivermectin,rosacea,10,6
clonazepam,anxiety,10,35
levonorgestrel,emergency contraception,1,8
duloxetine,depression,3,24
mirtazapine,depression,7,82
suvorexant,insomnia,1,7
rivaroxaban,"deep vein thrombosis, prophylaxis",9,17
levonorgestrel,emergency contraception,10,3
theophylline,"asthma, maintenance",10,45
apri,birth control,4,2
propranolol,high blood pressure,9,39
levothyroxine,hashimoto's disease,1,0
metronidazole,diverticulitis,8,44
topiramate,obesity,10,199
levonorgestrel,abnormal uterine bleeding,10,20
miconazole,vaginal yeast infection,1,4
clobazam,lennox-gastaut syndrome,10,27
levonorgestrel,abnormal uterine bleeding,10,13
valacyclovir,"herpes simplex, suppression",10,21
gabapentin,pain,5,40
cyclobenzaprine,muscle spasm,7,64
promethazine,nausea/vomiting,10,17
losartan,high blood pressure,1,29
tretinoin,acne,10,26
nortriptyline,depression,10,19
bupropion,major depressive disorde,6,35
oseltamivir,influenza,10,3
carisoprodol,muscle spasm,10,27
hydroxyurea,"anemia, sickle cell",6,24
polyethylene glycol 3350,constipation,10,9
quetiapine,bipolar disorde,1,11
cyclobenzaprine,muscle spasm,1,3
zolmitriptan,migraine,1,5
clonazepam,burning mouth syndrome,9,96
ondansetron,nausea/vomiting,10,21
levonorgestrel,birth control,9,15
levothyroxine,"hypothyroidism, after thyroid removal",5,139
ziprasidone,bipolar disorde,6,41
metronidazole,bacterial vaginitis,8,12
bupropion,depression,7,2
clarithromycin,tonsillitis/pharyngitis,9,3
canagliflozin,"diabetes, type 2",10,33
nortriptyline,neuralgia,10,57
sertraline,panic disorde,8,49
escitalopram,generalized anxiety disorde,10,156
ziprasidone,schizoaffective disorde,8,43
atorvastatin,high cholesterol,5,29
meloxicam,inflammatory conditions,8,20
dulaglutide,"diabetes, type 2",9,18
clindamycin,bacterial infection,10,25
hydroxyzine,anxiety,8,26
amitriptyline,irritable bowel syndrome,10,101
methyl salicylate,osteoarthritis,8,0
clindamycin,acne,8,15
duloxetine,chronic pain,10,49
simvastatin,high cholesterol,1,36
tramadol,pain,1,5
lithium,bipolar disorde,9,27
clonazepam,panic disorde,10,19
oxymorphone,pain,7,35
testosterone,"hypogonadism, male",9,23
levonorgestrel,emergency contraception,10,94
valacyclovir,cold sores,10,44
sertraline,major depressive disorde,7,10
levonorgestrel,abnormal uterine bleeding,6,18
morphine,pain,10,111
tadalafil,erectile dysfunction,10,5
linaclotide,irritable bowel syndrome,8,13
duloxetine,peripheral neuropathy,2,7
mirtazapine,insomnia,7,39
vilazodone,depression,9,82
carbamazepine,epilepsy,1,10
tioconazole,vaginal yeast infection,1,8
azithromycin,chlamydia infection,5,10
risperidone,anxiety,1,8
escitalopram,anxiety,3,45
lurasidone,bipolar disorde,9,32
carvedilol,high blood pressure,2,61
mefloquine,malaria prevention,10,3
hydroxyzine,anxiety,1,12
ropinirole,restless legs syndrome,7,58
bisacodyl,constipation,10,0
zolpidem,insomnia,9,31
citalopram,anxiety and stress,7,4
levodopa,restless legs syndrome,8,4
risperidone,schizoaffective disorde,6,6
methylphenidate,depression,9,58
modafinil,chronic fatigue syndrome,7,35
tretinoin,acne,10,12
cipro,bladder infection,2,49
desvenlafaxine,depression,8,45
copper,birth control,1,4
mirtazapine,depression,10,27
chlordiazepoxide,anxiety,10,27
medroxyprogesterone,birth control,1,6
escitalopram,depression,3,21
tretinoin,acne,10,81
indomethacin,"gout, acute",10,25
montelukast,asthma,4,13
armodafinil,chronic fatigue syndrome,8,156
levonorgestrel,birth control,1,18
cephalexin,skin or soft tissue infection,2,7
gabapentin,bipolar disorde,6,33
clonazepam,anxiety,10,86
atomoxetine,adhd,3,34
clonazepam,anxiety,9,16
duloxetine,depression,6,57
fentanyl,pain,8,18
minocycline,rosacea,10,11
quetiapine,depression,8,14
diclofenac,ankylosing spondylitis,10,23
tioconazole,vaginal yeast infection,1,1
ella,emergency contraception,3,0
bisacodyl,constipation,1,7
fluvoxamine,anxiety and stress,1,9
azithromycin,upper respiratory tract infection,9,37
polyethylene glycol 3350,constipation,10,87
nitrofurantoin,bladder infection,7,18
medroxyprogesterone,abnormal uterine bleeding,1,17
miconazole,vaginal yeast infection,1,14
amitriptyline,depression,10,165
tadalafil,erectile dysfunction,10,64
levofloxacin,sinusitis,7,12
cipro,urinary tract infection,9,13
losartan,high blood pressure,2,89
alprazolam,panic disorde,8,9
celecoxib,pain,9,78
fluoxetine,obsessive compulsive disorde,9,37
gabapentin,anxiety,10,54
esomeprazole,gerd,6,37
quetiapine,bipolar disorde,10,0
pregabalin,generalized anxiety disorde,9,13
rizatriptan,migraine,9,18
oseltamivir,influenza prophylaxis,1,10
clonazepam,anxiety,9,124
pentosan polysulfate sodium,bladder infection,6,15
clonazepam,anxiety,10,21
nitrofurantoin,urinary tract infection,9,21
dapagliflozin,"diabetes, type 2",1,13
hydroxychloroquine,sjogren's syndrome,9,64
hydroxyzine,anxiety,2,12
levonorgestrel,emergency contraception,1,0
duloxetine,depression,10,76
tizanidine,muscle spasm,9,85
amlodipine,high blood pressure,8,27
dulaglutide,"diabetes, type 2",6,13
lubiprostone,opioid-induced constipation,1,9
escitalopram,anxiety,4,23
zolpidem,insomnia,9,48
fluticasone,"asthma, maintenance",10,38
amoxicillin,urinary tract infection,2,37
losartan,high blood pressure,6,160
vilazodone,depression,4,18
lifitegrast,dry eye disease,1,18
duloxetine,hot flashes,1,0
venlafaxine,major depressive disorde,9,11
methylphenidate,narcolepsy,7,31
imiquimod,human papilloma virus,9,27
canagliflozin,"diabetes, type 2",10,35
lorazepam,insomnia,1,85
propranolol,panic disorde,10,5
clarithromycin,bronchitis,2,0
doxycycline,acne,7,3
spironolactone,acne,10,19
levofloxacin,prostatitis,8,20
isotretinoin,acne,8,18
soma,muscle spasm,10,49
paroxetine,depression,5,22
methylprednisolone,"gout, acute",10,13
clonidine,"insomnia, stimulant-associated",10,55
mirtazapine,insomnia,5,17
amoxicillin,bacterial infection,10,30
methenamine,bladder infection,10,117
sertraline,premenstrual dysphoric disorde,1,15
nitrofurantoin,bladder infection,4,19
magnesium hydroxide,constipation,10,22
olanzapine,depression,1,31
lamotrigine,bipolar disorde,9,333
rifaximin,irritable bowel syndrome,10,20
ketoprofen,back pain,10,10
adapalene,acne,7,44
topiramate,seizure prevention,9,98
escitalopram,anxiety,5,34
adalimumab,psoriasis,9,23
sertraline,depression,10,22
lurasidone,bipolar disorde,9,90
moxifloxacin,bronchitis,6,17
morphine,chronic pain,8,17
solifenacin,overactive bladde,6,29
lisinopril,high blood pressure,5,46
oxcarbazepine,bipolar disorde,1,21
mirtazapine,depression,8,52
methylphenidate,adhd,7,42
aripiprazole,schizophrenia,1,25
lamotrigine,bipolar disorde,10,63
levonorgestrel,abnormal uterine bleeding,1,19
liraglutide,"diabetes, type 2",9,43
prochlorperazine,nausea/vomiting,7,2
venlafaxine,hot flashes,8,15
bupropion,major depressive disorde,9,27
amitriptyline,pain,10,70
miconazole,vaginal yeast infection,7,33
clindamycin,bacterial infection,4,24
promethazine,nausea/vomiting,10,21
tazarotene,psoriasis,9,3
zolpidem,insomnia,5,133
vilazodone,depression,1,41
duloxetine,ibromyalgia,8,110
nortriptyline,migraine prevention,10,27
bupropion,depression,7,20
olanzapine,insomnia,10,80
carbamazepine,peripheral neuropathy,1,0
sertraline,depression,6,5
varenicline,smoking cessation,9,4
fluoxetine,anxiety and stress,9,81
nitrofurantoin,bladder infection,2,27
tramadol,anxiety,9,50
vilazodone,depression,1,17
alprazolam,not listed / othe,10,2
methylphenidate,adhd,9,29
escitalopram,anxiety,10,18
vilazodone,depression,5,18
oxcarbazepine,seizures,8,59
tioconazole,vaginal yeast infection,10,9
vardenafil,erectile dysfunction,4,2
canagliflozin,"diabetes, type 2",2,46
oxymetazoline,rosacea,1,4
escitalopram,depression,10,34
levonorgestrel,emergency contraception,10,19
infliximab,ulcerative colitis,10,0
valacyclovir,cold sores,9,9
paroxetine,obsessive compulsive disorde,9,113
sildenafil,"sexual dysfunction, ssri induced",10,62
liraglutide,weight loss,10,41
doxycycline,bacterial infection,1,12
oxymorphone,pain,10,63
levonorgestrel,birth control,10,5
beclomethasone,"asthma, maintenance",10,12
metformin,"diabetes, type 2",2,103
tramadol,pain,6,21
propranolol,mance anxiety,10,24
doxylamine,insomnia,9,7
quetiapine,insomnia,10,37
etanercept,rheumatoid arthritis,8,46
levonorgestrel,emergency contraception,9,23
venlafaxine,depression,4,13
indomethacin,ankylosing spondylitis,6,10
citalopram,generalized anxiety disorde,10,64
febuxostat,gout,8,68
quetiapine,bipolar disorde,8,11
levonorgestrel,birth control,4,0
acyclovir,cold sores,10,23
apremilast,plaque psoriasis,5,7
testosterone,"hypogonadism, male",1,17
clarithromycin,sinusitis,1,27
aripiprazole,depression,1,31
nitrofurantoin,bladder infection,9,30
liraglutide,obesity,5,9
tretinoin,acne,9,17
levonorgestrel,emergency contraception,10,1
topiramate,migraine prevention,2,24
vilazodone,major depressive disorde,10,85
propranolol,migraine prevention,7,4
mirabegron,overactive bladde,10,137
fluoxetine,anxiety and stress,10,262
naphazoline,nasal congestion,10,9
doxycycline,acne,7,34
lurasidone,bipolar disorde,8,73
bisacodyl,constipation,1,12
levonorgestrel,emergency contraception,9,3
duloxetine,depression,1,11
warfarin,heart attack,7,7
imiquimod,keratosis,7,15
levofloxacin,sinusitis,10,43
brexpiprazole,depression,10,16
miconazole,vaginal yeast infection,8,2
testosterone,"hypogonadism, male",8,65
venlafaxine,depression,7,10
liraglutide,"diabetes, type 2",8,6
silodosin,benign prostatic hyperplasia,5,63
levetiracetam,epilepsy,10,28
ondansetron,nausea/vomiting,9,75
gabapentin,anxiety,10,208
propofol,anesthesia,10,0
bupropion,smoking cessation,7,14
levothyroxine,underactive thyroid,4,28
diclofenac,osteoarthritis,5,32
tacrolimus,"organ transplant, rejection prophylaxis",10,12
bupropion,depression,10,73
triamcinolone,systemic lupus erythematosus,10,14
levonorgestrel,birth control,8,9
sertraline,obsessive compulsive disorde,3,0
bisacodyl,constipation,1,11
levonorgestrel,emergency contraception,1,2
dulaglutide,"diabetes, type 2",8,12
varenicline,smoking cessation,8,3
metformin,polycystic ovary syndrome,5,13
varenicline,smoking cessation,10,9
vancomycin,sepsis,2,3
capsaicin,peripheral neuropathy,1,5
ciprofloxacin,urinary tract infection,10,22
loperamide,"diarrhea, chronic",10,11
alprazolam,depression,10,6
nitrofurantoin,urinary tract infection,4,3
atorvastatin,high cholesterol,10,83
desvenlafaxine,depression,2,25
aripiprazole,schizophrenia,9,107
metronidazole,rosacea,9,21
meloxicam,ibromyalgia,10,61
escitalopram,anxiety,4,13
risperidone,bipolar disorde,8,89
milnacipran,ibromyalgia,10,90
meclizine,vertig,10,49
medroxyprogesterone,birth control,5,19
sertraline,social anxiety disorde,10,63
copper,birth control,10,1
niacin,depression,9,142
ella,emergency contraception,5,3
venlafaxine,depression,10,90
olanzapine,bipolar disorde,9,29
ivermectin,head lice,10,14
pantoprazole,gerd,6,22
escitalopram,anxiety,8,3
hydroxyzine,sedation,8,36
hydroxyzine,anxiety,8,11
sertraline,depression,8,24
azithromycin,chlamydia infection,8,2
levonorgestrel,emergency contraception,6,0
loratadine,allergic rhinitis,3,40
pregabalin,neuropathic pain,7,97
escitalopram,anxiety,9,116
phenylephrine,eye redness,10,0
valacyclovir,"herpes simplex, suppression",10,4
citalopram,anxiety and stress,4,25
escitalopram,generalized anxiety disorde,6,7
ciprofloxacin,anthrax,9,5
sertraline,anxiety and stress,2,23
quetiapine,bipolar disorde,10,18
levonorgestrel,birth control,9,11
levonorgestrel,abnormal uterine bleeding,3,23
naproxen,ankylosing spondylitis,3,4
donepezil,alzheimer's disease,8,228
bupropion,depression,10,79
metformin,min),1,55
amiodarone,ventricular tachycardia,3,0
alprazolam,panic disorde,10,15
naproxen,back pain,10,58
vilazodone,depression,10,103
clindamycin,bacterial vaginitis,10,7
tramadol,back pain,2,38
levonorgestrel,birth control,9,2
gabapentin,postherpetic neuralgia,10,134
bupropion,depression,8,2
vilazodone,major depressive disorde,9,24
apremilast,plaque psoriasis,10,29
methylphenidate,narcolepsy,10,63
canagliflozin,"diabetes, type 2",9,19
miconazole,vaginal yeast infection,1,4
