group,indication,Score,side_effects,generic_name
sign_symptom,irritation,0.9999443," nausea, vomiting, febrile reactions, rash, drowsiness, diarrhoea, anorexia and flushing, hepatitis. local irritation and sensitisation, contact dermatitis. ",metronidazole + miconazole nitrate
sign_symptom,vomiting,0.70722336," metallic taste, nausea, vomiting, diarrhoea, drowsiness, rashes may be observed during treatment. ",metronidazole
sign_symptom,diarr,0.78337425," metallic taste, nausea, vomiting, diarrhoea, drowsiness, rashes may be observed during treatment. ",metronidazole
sign_symptom,drows,0.85658264," metallic taste, nausea, vomiting, diarrhoea, drowsiness, rashes may be observed during treatment. ",metronidazole
sign_symptom,rash,0.9999238," metallic taste, nausea, vomiting, diarrhoea, drowsiness, rashes may be observed during treatment. ",metronidazole
sign_symptom,tired,0.7495206," tiredness, dizziness, depression, diarrhea, itching or rash, shortness of breath, slow heart rate, mental confusion, headache, somnolence, nightmares, insomnia, dyspnea, nausea, dry mouth, gastric pain, constipation, flatulence, digestive tract disorders, heartburn, pruritus, musculoskeletal pain, blurred vision, decreased libido, and tinnitus have alsobeenreported,intensificationofavblock. ",metoprolol tartrate
sign_symptom,shortness of breath,0.9994789," tiredness, dizziness, depression, diarrhea, itching or rash, shortness of breath, slow heart rate, mental confusion, headache, somnolence, nightmares, insomnia, dyspnea, nausea, dry mouth, gastric pain, constipation, flatulence, digestive tract disorders, heartburn, pruritus, musculoskeletal pain, blurred vision, decreased libido, and tinnitus have alsobeenreported,intensificationofavblock. ",metoprolol tartrate
sign_symptom,blurred,0.9171105," tiredness, dizziness, depression, diarrhea, itching or rash, shortness of breath, slow heart rate, mental confusion, headache, somnolence, nightmares, insomnia, dyspnea, nausea, dry mouth, gastric pain, constipation, flatulence, digestive tract disorders, heartburn, pruritus, musculoskeletal pain, blurred vision, decreased libido, and tinnitus have alsobeenreported,intensificationofavblock. ",metoprolol tartrate
sign_symptom,allergic reactions,0.99683416," allergic reactions may occur in patients hypersensitive to any component of the preparation, e.g. thiamine. ",multivitamin [injection]
sign_symptom,allergic reactions,0.99683416," allergic reactions may occur in patients hypersensitive to any component of the preparation, e.g. thiamine. ",multivitamin & normal saline
sign_symptom,allergic reactions,0.99683416," allergic reactions may occur in patients hypersensitive to any component of the preparation, e.g. thiamine. ",multivitamin & 5% dextrose
sign_symptom,side - effect,0.9711821, no side-effect has been reported with such low dose of the vitamin. ,multivitamin [adult preparation]
sign_symptom,burning sensation,0.95174724," like all medicines, this gel preparation can cause side effects, although not everybody gets them. rarely, this medicine can cause the following in sensitive individuals: redness, burning sensation and rash. if any of these occur, stop using the gel and consult with a doctor. ",mucopolysaccharide polysulphate + salicylic acid
sign_symptom,effects,0.9946267," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,dry mouth,0.9377614," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,headache,0.99990785," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,flushing,0.9999249," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,weakness,0.999936," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,loss of strength,0.9997737," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,confusion,0.9996669," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,sleep,0.99650806," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,nausea,0.9999517," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,sick,0.8503132," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,upset,0.982447," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,rash,0.9999691," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
sign_symptom,pain,0.9999685," the following side effects have been reported at the approximate frequencies shown: 
 
  very common : dry mouth, drowsiness 
  common : headache, dizziness (vertigo), flushing (vasodilation), weakness or loss of strength, confusion, sleep disturbances, nausea (feeling sick), being sick (vomiting), stomach upsets (dyspepsia), diarrhoea, rash or itching (pruritus), back pain 
  ",moxonidine
