generic_name,cases,head,singular_case,main_generic_name
silymarin [milk thistle],liver disease,liver disease,liver disease,silymarin [milk thistle]
sharbat amla,vitamin,vitamin,vitamin,sharbat amla
sharbat amla,deficiency diseases,deficiency diseases,deficiency diseases,sharbat amla
saw palmetto (500 mg),urination problems,specific urinary,urination problems,saw palmetto (500 mg)
saribadyarista,saribadyarista,saribadyarista,saribadyarista,saribadyarista
saribadyarista,skin diseases,skin,skin diseases,saribadyarista
sanoon babla,gingivitis,gingivitis,gingivitis,sanoon babla
sanoon babla,toothache,oral & dental,toothache,sanoon babla
sanjivani rasayan,stress,stress,stress,sanjivani rasayan
salep + coconut + poppy seeds + almond,general debility,general debility,general debility,salep + coconut + poppy seeds + almond
salep + coconut + poppy seeds + almond,nervous debility,anxiety,nervous debility,salep + coconut + poppy seeds + almond
"salajeet [mineral pitch, red sage]",poly,poly,poly,"salajeet [mineral pitch, red sage]"
"salajeet [mineral pitch, red sage]",leucorrhoea,leucorrhoea,leucorrhoea,"salajeet [mineral pitch, red sage]"
saffron + sand lizard + nutmeg fruit,sexual debility,sexual debility,sexual debility,saffron + sand lizard + nutmeg fruit
saffron + sand lizard + nutmeg fruit,loss,loss,loss,saffron + sand lizard + nutmeg fruit
saffron + sand lizard + nutmeg fruit,premature ejaculation,premature ejaculation,premature ejaculation,saffron + sand lizard + nutmeg fruit
saffron + sand lizard + nutmeg fruit,fatigue,nausea,fatigue,saffron + sand lizard + nutmeg fruit
betamethasone,asthma,asthma,asthma,betamethasone
betamethasone,allergic,allergic,allergic,betamethasone
betamethasone,rheumatoid arthritis,arthritis,rheumatoid arthritis,betamethasone
betahistine mesylate,vertigo,vertigo,vertigo,betahistine mesylate
besifloxacin,infections,infection,infections,besifloxacin
bepotastine besilate,besil,besil,besil,bepotastine besilate
bepotastine besilate,allergic,allergic,allergic,bepotastine besilate
bepotastine besilate,conjunctivitis,conjunctivitis,conjunctivitis,bepotastine besilate
benzyl penicillin,pneumonia,pneumonia,pneumonia,benzyl penicillin
benzyl benzoate,scabies,scabies,scabies,benzyl benzoate
benzocaine + camphor + methanol + phenol,sore,sore,sore,benzocaine + camphor + methanol + phenol
benzocaine + camphor + methanol + phenol,toothache,oral & dental,toothache,benzocaine + camphor + methanol + phenol
benzocaine + camphor + methanol + phenol,canker sores,canker sores,canker sores,benzocaine + camphor + methanol + phenol
-sitosterol,cracked,cracked,cracked,-sitosterol
yohimbine hydrochloride,hydrochloride erectile dysfunction,hydrochloride erectile dysfunction,hydrochloride erectile dysfunction,yohimbine hydrochloride
white damar + acacia + bole rubra,ulcer,ulcer,ulcer,white damar + acacia + bole rubra
tart cherry,hyperuricemia,arthritis,hyperuricemia,tart cherry
"suzark [chir pine, chickpea, pearl]",infection,infection,infection,"suzark [chir pine, chickpea, pearl]"
suranjan,rheumatoid,rheumatoid,rheumatoid,suranjan
suranjan,arthritis,arthritis,arthritis,suranjan
benzocaine,injury,injury,injury,benzocaine
benzocaine,irritation,irritation,irritation,benzocaine
benzathine penicillin,infections,infection,infections,benzathine penicillin
bimatoprost,ocular hypertension,hypertension,ocular hypertension,bimatoprost
bilastine,rhino - conjunctivitis,conjunctivitis,rhino - conjunctivitis,bilastine
bicarbonate component [hco3 hemodialysis solution],renal failure,kidney disease,renal failure,bicarbonate component [hco3 hemodialysis solution]
bevacizumab,color,color,color,bevacizumab
betamethasone dipropionate,corticosteroid - responsive dermatoses,corticosteroid - responsive dermatoses,corticosteroid - responsive dermatoses,betamethasone dipropionate
betamethasone + neomycin sulphate (e/e),otitis externa,otitis,otitis externa,betamethasone + neomycin sulphate (e/e)
betamethasone + gentamicin,infections,infection,infections,betamethasone + gentamicin
betamethasone + clotrimazole,infections,infection,infections,betamethasone + clotrimazole
bempedoic acid,hypercholesterolemia,cholesterol,hypercholesterolemia,bempedoic acid
rhubarb + ginger,burn,burn,burn,rhubarb + ginger
rhubarb + ginger,pain,pain,pain,rhubarb + ginger
rhubarb + ginger,nausea,nausea,nausea,rhubarb + ginger
rehmin,leucorrhoea,leucorrhoea,leucorrhoea,rehmin
rehmin,weakness,weakness,weakness,rehmin
bromhexine hydrochloride,cough,cold-cough-fever,cough,bromhexine hydrochloride
bromelain + trypsin,edema,edema,edema,bromelain + trypsin
bromelain + trypsin,trauma,trauma,trauma,bromelain + trypsin
bromelain + trypsin,surgery,surgery,surgery,bromelain + trypsin
bromazepam,emotional disturbances,emotional disturbances,emotional disturbances,bromazepam
brimonidine tartrate + timolol maleate,glaucoma,glaucoma,glaucoma,brimonidine tartrate + timolol maleate
brimonidine tartrate + timolol maleate,hypertension,hypertension,hypertension,brimonidine tartrate + timolol maleate
brigatinib,lymphoma kinase,lymphoma,lymphoma kinase,brigatinib
bortezomib,multiple,multiple,multiple,bortezomib
bleomycin sulfate,squamous cell carcinoma,squamous cell carcinoma,squamous cell carcinoma,bleomycin sulfate
bisoprolol hemifumarate,hypertensive crises,hypertensive crises,hypertensive crises,bisoprolol hemifumarate
bismuth subsalicylate,upset stomach,gastroenteritis,upset stomach,bismuth subsalicylate
bismuth subsalicylate,heartburn,gastroenteritis,heartburn,bismuth subsalicylate
bismuth subsalicylate,nausea,nausea,nausea,bismuth subsalicylate
nimbadi churna,skin diseases,skin,skin diseases,nimbadi churna
neem,infections,infection,infections,neem
aspirin,arterial,arterial,arterial,aspirin
calcipotriol monohydrate,monohydra,monohydra,monohydra,calcipotriol monohydrate
calcipotriol monohydrate,plaque,plaque,plaque,calcipotriol monohydrate
calcipotriol monohydrate,vulgaris,vulgaris,vulgaris,calcipotriol monohydrate
caffeine citrate,apnea,apnea,apnea,caffeine citrate
caffeine citrate,prematurity,prematurity,prematurity,caffeine citrate
cabergoline,due to pituitary adenomas,due to pituitary adenomas,due to pituitary adenomas,cabergoline
cabazitaxel,cancer,lymphoma,cancer,cabazitaxel
butamirate citrate,cough,cold-cough-fever,cough,butamirate citrate
bumetanide,renal disease,kidney disease,renal disease,bumetanide
bumetanide,neph,neph,neph,bumetanide
budesonide (tablet),colitis,colitis,colitis,budesonide (tablet)
budesonide (nebuliser suspension),asthma,asthma,asthma,budesonide (nebuliser suspension)
budesonide (nasal spray),nasal polyps,nasal,nasal polyps,budesonide (nasal spray)
licorice + yellow silk cotton + mastic tree,cotton,cotton,cotton,licorice + yellow silk cotton + mastic tree
licorice + yellow silk cotton + mastic tree,ulcer,ulcer,ulcer,licorice + yellow silk cotton + mastic tree
lavendar [lavendula stoechas],headache,headache,headache,lavendar [lavendula stoechas]
kusta qalyee [calcined stannum],oligospermia,oligospermia,oligospermia,kusta qalyee [calcined stannum]
khakshi,fever,cold-cough-fever,fever,khakshi
khakshi,influenza,influenza,influenza,khakshi
ampicillin sodium,infections,infection,infections,ampicillin sodium
calcium lactate gluconate + calcium carbonate + vitamin c,cold,cold-cough-fever,cold,calcium lactate gluconate + calcium carbonate + vitamin c
calcium lactate,deficiencies,deficiencies,deficiencies,calcium lactate
calcium carbonate + vitamin d3 + multimineral,multi,multi,multi,calcium carbonate + vitamin d3 + multimineral
calcium carbonate + vitamin d3 + multimineral,state,state,state,calcium carbonate + vitamin d3 + multimineral
calcium carbonate [elemental source] + vitamin d3,renal failure,kidney disease,renal failure,calcium carbonate [elemental source] + vitamin d3
calcium carbonate [eggshell source] + vitamin d3,rickets,rickets,rickets,calcium carbonate [eggshell source] + vitamin d3
calcium carbonate [algae source] + vitamin d3,vitamin d3 deficiency,vitamin,vitamin d3 deficiency,calcium carbonate [algae source] + vitamin d3
calcium carbonate,renal failure,kidney disease,renal failure,calcium carbonate
calcium acetate,end stage,end stage,end stage,calcium acetate
calcium acetate,renal disease,kidney disease,renal disease,calcium acetate
herbal cough syrup [glycyrrhiza glabra],cough syrup,cold-cough-fever,cough syrup,herbal cough syrup [glycyrrhiza glabra]
herbal cough syrup [glycyrrhiza glabra],cough,cold-cough-fever,cough,herbal cough syrup [glycyrrhiza glabra]
herbal cough syrup [adhatoda vasica],cough,cold-cough-fever,cough,herbal cough syrup [adhatoda vasica]
guggul + barberry + chebulic myrobalan,haemorrhoid,haemorrhoid,haemorrhoid,guggul + barberry + chebulic myrobalan
amino acid keto analogues,chronic,chronic,chronic,amino acid keto analogues
amino acid keto analogues,kidney disease,kidney disease,kidney disease,amino acid keto analogues
carbonyl iron + folic acid + zinc sulfate,zinc deficiency,zinc deficiency,zinc deficiency,carbonyl iron + folic acid + zinc sulfate
carbocisteine,bronch,bronch,bronch,carbocisteine
carbocisteine,asthma,asthma,asthma,carbocisteine
carbamazepine,- clonic,- clonic,- clonic,carbamazepine
carbamazepine,seizure,seizure,seizure,carbamazepine
capecitabine,colon cancer,lymphoma,colon cancer,capecitabine
candesartan cilexetil,heart failure,heart diseases,heart failure,candesartan cilexetil
camphor + menthol + oil clove + oil eucalyptus + oil turpentine,headache,headache,headache,camphor + menthol + oil clove + oil eucalyptus + oil turpentine
calcium polystyrene sulfonate,renal failure,kidney disease,renal failure,calcium polystyrene sulfonate
calcium pantothenate,feelings of burning,feelings of burning,feelings of burning,calcium pantothenate
calcium pantothenate,feet syndrome,feet syndrome,feet syndrome,calcium pantothenate
dinar,hepatitis,hepatitis,hepatitis,dinar
devils cotton + ashoka bark + aswagandha,leucorrhoea,leucorrhoea,leucorrhoea,devils cotton + ashoka bark + aswagandha
devils cotton + ashoka bark + aswagandha,metritis,metritis,metritis,devils cotton + ashoka bark + aswagandha
devils cotton + ashoka bark + aswagandha,anaemia,anaemia,anaemia,devils cotton + ashoka bark + aswagandha
date palm + betel nut + acacia,weakness,weakness,weakness,date palm + betel nut + acacia
date palm + betel nut + acacia,leucorrhoea,leucorrhoea,leucorrhoea,date palm + betel nut + acacia
alogliptin benzoate,diabetes mellitus,diabetes,diabetes mellitus,alogliptin benzoate
cefprozil,infections,infection,infections,cefprozil
cefpodoxime proxetil,infections,infection,infections,cefpodoxime proxetil
cefpirome sulphate,infections,infection,infections,cefpirome sulphate
cefoxitin,inflammatory disease,inflammation,inflammatory disease,cefoxitin
cefotaxime,cefo,cefo,cefo,cefotaxime
cefoperazone sodium,infections,infection,infections,cefoperazone sodium
cefixime trihydrate,infections,infection,infections,cefixime trihydrate
cefepime hydrochloride,neut,neut,neut,cefepime hydrochloride
cefditoren,infections,infection,infections,cefditoren
cefaclor monohydrate,infections,infection,infections,cefaclor monohydrate
carmellose sodium,dry eye,eye,dry eye,carmellose sodium
carisoprodol,injuries,injuries,injuries,carisoprodol
biotin,dermatitis,skin,dermatitis,biotin
barsina,bars,bars,bars,barsina
adhatoda vasica + centella asiatica,cent,cent,cent,adhatoda vasica + centella asiatica
adhatoda vasica + centella asiatica,asiatic,asiatic,asiatic,adhatoda vasica + centella asiatica
aloe + black pepper + henbane,flatulence,flatulence,flatulence,aloe + black pepper + henbane
aloe + black pepper + henbane,obesity,obesity,obesity,aloe + black pepper + henbane
chloramphenicol + lidocaine hydrochloride,bacterial ear,bacterial,bacterial ear,chloramphenicol + lidocaine hydrochloride
chloramphenicol + lidocaine hydrochloride,infections,infection,infections,chloramphenicol + lidocaine hydrochloride
chloramphenicol (ophthalmic),infections,infection,infections,chloramphenicol (ophthalmic)
cetirizine hydrochloride (ophthalmic),itching,itching,itching,cetirizine hydrochloride (ophthalmic)
cetirizine hydrochloride (ophthalmic),conjunctivitis,conjunctivitis,conjunctivitis,cetirizine hydrochloride (ophthalmic)
ceritinib,lung cancer,lymphoma,lung cancer,ceritinib
cephalexin,cephalexin,cephalexin,cephalexin,cephalexin
cephalexin,infections,infection,infections,cephalexin
cephradine,cephradine,cephradine,cephradine,cephradine
cephradine,infections,infection,infections,cephradine
celiprolol hydrochloride,hypertension,hypertension,hypertension,celiprolol hydrochloride
celecoxib,symptoms,symptoms,symptoms,celecoxib
cefuroxime axetil,infections,infection,infections,cefuroxime axetil
ceftriaxone sodium,infections,infection,infections,ceftriaxone sodium
ceftibuten dihydrate,infections,infection,infections,ceftibuten dihydrate
ceftazidime pentahydrate,infections,infection,infections,ceftazidime pentahydrate
almond + coconut + edible pine + salep,spermatorrhoea,spermatorrhoea,spermatorrhoea,almond + coconut + edible pine + salep
almond + coconut + edible pine + salep,oligospermia,oligospermia,oligospermia,almond + coconut + edible pine + salep
acacia + dates + asparagus + edible pine,sexual debility,sexual debility,sexual debility,acacia + dates + asparagus + edible pine
abhayarista,bleeding piles,bleeding piles,bleeding piles,abhayarista
abiraterone acetate,prostate cancer,lymphoma,prostate cancer,abiraterone acetate
ciclopirox olamine (nail lacquer),onychomycosis,onychomycosis,onychomycosis,ciclopirox olamine (nail lacquer)
ciclopirox olamine (cream),infections,infection,infections,ciclopirox olamine (cream)
cholera saline,cholera,cholera,cholera,cholera saline
chlorthalidone,heart failure,heart diseases,heart failure,chlorthalidone
chlorpromazine hydrochloride,mania,mania,mania,chlorpromazine hydrochloride
chloroquine phosphate,malaria,malaria,malaria,chloroquine phosphate
chlorhexidine hydrochloride + nystatin,infections,infection,infections,chlorhexidine hydrochloride + nystatin
chlorhexidine gluconate + cetrimide,wounds,wounds,wounds,chlorhexidine gluconate + cetrimide
chlorhexidine gluconate [7.1%],infection,infection,infection,chlorhexidine gluconate [7.1%]
chlorhexidine gluconate [0.2%],mental,mental,mental,chlorhexidine gluconate [0.2%]
chlorhexidine gluconate [0.2%],handicapped,handicapped,handicapped,chlorhexidine gluconate [0.2%]
citicoline sodium,cerebrovascular disease,nervous system,cerebrovascular disease,citicoline sodium
citalopram hydrobromide,obsessive - compu,mental,obsessive - compu,citalopram hydrobromide
citalopram hydrobromide,social phobia,social phobia,social phobia,citalopram hydrobromide
cisplatin,carcinoma,carcinoma,carcinoma,cisplatin
ciprofloxacin,urina,specific urinary,urina,ciprofloxacin
ciprofloxacin,tract,respiratory tract,tract,ciprofloxacin
ciprofloxacin,inflammatory disease,inflammation,inflammatory disease,ciprofloxacin
cinnarizine + dimenhydrinate,motion sickness,temporary sickness,motion sickness,cinnarizine + dimenhydrinate
cinnarizine,labyrinth,labyrinth,labyrinth,cinnarizine
cinnarizine,arteriosclerosis,sclerosis,arteriosclerosis,cinnarizine
cinchocaine + hydrocortisone + framycetin + esculin,pain,pain,pain,cinchocaine + hydrocortisone + framycetin + esculin
cinchocaine + hydrocortisone + framycetin + esculin,discomfort,discomfort,discomfort,cinchocaine + hydrocortisone + framycetin + esculin
cinacalcet,kidney disease,kidney disease,kidney disease,cinacalcet
cilnidipine,chronic kidney disease,kidney disease,chronic kidney disease,cilnidipine
ciclopirox olamine (shampoo),dermatitis,skin,dermatitis,ciclopirox olamine (shampoo)
clopidogrel bisulphate,peripheral arterial disease,peripheral arterial disease,peripheral arterial disease,clopidogrel bisulphate
